Master_CDF,feeder_voltage,feeder_max_hc,feeder_min_hc,feeder_dg_connected_since_refresh,hca_refresh_date,color,shape_length
36_39_37652,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.251802397
36_39_37653,13.2,1.2,0.03,0.06,2022/10/01 00:00:00+00,green,1.161120808
36_39_37654,13.2,3.5,0.1,0.05,2022/10/01 00:00:00+00,blue,0.842377591
36_39_41551,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.129816917
36_39_41552,13.2,0.7,0.6,0.01,2022/10/01 00:00:00+00,yellow,0.30710959
36_39_41553,13.2,1.53,0.2,0,2022/10/01 00:00:00+00,turquoise,0.201590218
36_39_41554,13.2,0.68,0.3,0,2022/10/01 00:00:00+00,yellow,0.255611541
36_39_41555,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.352074165
36_39_41556,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.813309413
36_39_41557,13.2,0.9,0.3,0,2022/10/01 00:00:00+00,yellow,0.075032228
36_39_44356,13.2,0.1,0,0.02,2022/10/01 00:00:00+00,brown,0.890519822
36_39_44357,13.2,0.54,0.2,0.01,2022/10/01 00:00:00+00,yellow,0.409423678
36_39_44358,13.2,1.3,0.09,0.01,2022/10/01 00:00:00+00,green,0.68128176
36_39_46451,13.2,0.7,0.5,0,2022/10/01 00:00:00+00,yellow,0.18155817
36_39_46452,13.2,0.71,0.5,0,2022/10/01 00:00:00+00,yellow,0.96459792
36_39_46453,13.2,0.78,0.2,0.01,2022/10/01 00:00:00+00,yellow,0.96762334
36_40_04251,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.004140202
36_40_04252,13.2,1,0,0.01,2022/10/01 00:00:00+00,green,2.106665649
36_40_12251,13.2,4.9,0.07,0,2022/10/01 00:00:00+00,blue,2.414351912
36_40_12252,13.2,5.26,0.1,0.01,2022/10/01 00:00:00+00,dark blue,1.546074709
36_40_28451,13.2,1.8,0.02,0,2022/10/01 00:00:00+00,turquoise,0.707528387
36_40_28452,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.824499917
36_40_28453,13.2,5.9,0.2,0,2022/10/01 00:00:00+00,dark blue,0.362831599
36_40_29395,4.8,3.2,0.4,0,2022/10/01 00:00:00+00,blue,0.462133648
36_40_31075,4.8,2,0.05,0,2022/10/01 00:00:00+00,light blue,0.725400766
36_40_31076,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.670563537
36_40_31954,13.2,1.6,0.06,0,2022/10/01 00:00:00+00,turquoise,0.801044033
36_40_32151,13.2,5.5,0,0.01,2022/10/01 00:00:00+00,dark blue,0.763567319
36_40_32152,13.2,5.61,0,0.01,2022/10/01 00:00:00+00,dark blue,1.84825944
36_40_32251,13.2,3.2,0.1,0,2022/10/01 00:00:00+00,blue,0.270042448
36_40_32252,13.2,1.6,0.16,0,2022/10/01 00:00:00+00,turquoise,0.577786449
36_40_42451,13.2,1.7,0.05,0,2022/10/01 00:00:00+00,turquoise,0.758797061
36_41_24951,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.259958689
36_41_38551,13.2,0,0,0.07,2022/10/01 00:00:00+00,brown,1.714272538
36_41_38552,13.2,4.72,0.15,0.03,2022/10/01 00:00:00+00,blue,1.233287818
36_41_41213,4.8,2.21,0.1,0.01,2022/10/01 00:00:00+00,light blue,0.621837706
36_41_41851,13.2,7.71,0.2,0,2022/10/01 00:00:00+00,dark blue,0.705304495
36_41_41852,13.2,7.71,0.1,0,2022/10/01 00:00:00+00,dark blue,1.420065771
36_41_41853,13.2,7.71,0.04,0.01,2022/10/01 00:00:00+00,dark blue,1.258547454
36_41_42951,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,2.196715987
36_05_5051,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.172408847
36_05_5052,13.2,9.19,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.933928249
36_05_5053,13.2,7.1,0.04,0.02,2022/10/01 00:00:00+00,dark blue,1.700634054
36_05_5151,13.2,0,0,4,2022/10/01 00:00:00+00,brown,0.346284173
36_05_5152,13.2,2.2,0.1,0.01,2022/10/01 00:00:00+00,light blue,0.901530225
36_05_5153,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.037806274
36_05_5155,13.2,2.1,0.1,0.03,2022/10/01 00:00:00+00,light blue,1.208433274
36_05_5156,13.2,0.9,0,0.06,2022/10/01 00:00:00+00,yellow,1.416367626
36_05_5157,13.2,2.7,0.2,0,2022/10/01 00:00:00+00,light blue,0.78066673
36_05_5261,4.8,0,0,0.04,2022/10/01 00:00:00+00,brown,0.944373948
36_05_5262,4.8,1.2,0.1,0,2022/10/01 00:00:00+00,green,0.363146037
36_05_5351,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.740584138
36_05_5352,13.2,0,0,5.02,2022/10/01 00:00:00+00,brown,1.289433008
36_05_5551,13.2,3.6,0.3,0,2022/10/01 00:00:00+00,blue,0.115876045
36_05_5552,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.793085012
36_06_7251,13.2,4.5,0.3,0,2022/10/01 00:00:00+00,blue,0.115583286
36_06_7252,13.2,5.72,0.1,0,2022/10/01 00:00:00+00,dark blue,0.507312871
36_06_7361,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.498271045
36_06_7362,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.526305302
36_06_7363,4.8,4.24,0.2,0.01,2022/10/01 00:00:00+00,blue,0.439797926
36_06_7451,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.287562631
36_06_7452,13.2,6.42,0.1,0.01,2022/10/01 00:00:00+00,dark blue,2.005184896
36_06_7457,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.615081764
36_06_7458,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.012924965
36_06_7459,13.2,10,0.1,0.02,2022/10/01 00:00:00+00,dark blue,1.067007627
36_06_7653,13.2,7.54,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.531761777
36_06_7654,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.416353796
36_06_7655,13.2,7.54,0.1,0,2022/10/01 00:00:00+00,dark blue,0.274760247
36_06_7656,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.136932899
36_06_7657,13.2,8.46,2.2,0,2022/10/01 00:00:00+00,dark blue,0.00897466
36_06_7761,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.34912956
36_06_7764,4.8,2.66,0.7,0,2022/10/01 00:00:00+00,light blue,0.084509123
36_06_7765,4.8,2.66,0.1,0.06,2022/10/01 00:00:00+00,light blue,0.507406267
36_06_7861,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.686786057
36_06_7862,4.8,4.2,2.4,0,2022/10/01 00:00:00+00,blue,0.002441854
36_06_7863,4.8,0.5,0.1,0.01,2022/10/01 00:00:00+00,yellow,0.398784923
36_06_7951,13.2,1,0.1,0,2022/10/01 00:00:00+00,green,0.200464646
36_06_7952,13.2,6.1,0.2,0,2022/10/01 00:00:00+00,dark blue,0.47121234
36_06_8061,4.8,3.33,0.3,0,2022/10/01 00:00:00+00,blue,0.096645623
36_06_8062,4.8,3.33,1,0,2022/10/01 00:00:00+00,blue,0.013464001
36_06_8063,4.8,3.33,0.3,0,2022/10/01 00:00:00+00,blue,0.181542894
36_06_8064,4.8,3.33,0.2,0,2022/10/01 00:00:00+00,blue,0.392322871
36_06_8251,13.2,6.9,0,0,2022/10/01 00:00:00+00,dark blue,0.617410379
36_06_8252,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.387427927
36_06_8253,13.2,0.1,0,0.04,2022/10/01 00:00:00+00,brown,1.655325687
36_06_8254,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,1.915770076
36_06_8255,13.2,10,0.3,0.02,2022/10/01 00:00:00+00,dark blue,0.647587488
36_06_8256,13.2,10,0,0,2022/10/01 00:00:00+00,dark blue,0.710534577
36_06_8462,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.63265469
36_06_9061,4.8,0.9,0.1,0,2022/10/01 00:00:00+00,yellow,0.654054056
36_06_9063,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.381359365
36_06_9261,4.8,2.2,0.1,0,2022/10/01 00:00:00+00,light blue,0.356681455
36_06_9263,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.058217848
36_06_9561,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.838026071
36_06_9562,4.8,2.66,0.1,0,2022/10/01 00:00:00+00,light blue,0.418208899
36_06_9563,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.335854001
36_06_9861,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.531236272
36_06_9863,4.8,0,0,0.03,2022/10/01 00:00:00+00,brown,0.784030802
36_07_18061,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.404490045
36_07_18151,13.2,0.8,0.2,0,2022/10/01 00:00:00+00,yellow,0.911250275
36_07_18251,13.2,8.55,0.04,0,2022/10/01 00:00:00+00,dark blue,0.451210516
36_07_18252,13.2,8.55,0.2,0.02,2022/10/01 00:00:00+00,dark blue,0.504534316
36_07_18253,13.2,8.55,0.14,0,2022/10/01 00:00:00+00,dark blue,0.446108705
36_07_18254,13.2,8.55,0,0,2022/10/01 00:00:00+00,dark blue,0.43285934
36_07_8251,13.2,2.9,0.07,0,2022/10/01 00:00:00+00,light blue,0.471581327
36_07_8361,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.305239132
36_07_8362,4.8,0,0,0.02,2022/10/01 00:00:00+00,brown,1.373462631
36_07_8861,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.253291072
36_07_8862,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.499955001
36_07_9151,13.2,9.19,0.01,0,2022/10/01 00:00:00+00,dark blue,0.632675571
36_07_9152,13.2,9.19,0.5,0,2022/10/01 00:00:00+00,dark blue,0.471927929
36_07_9153,13.2,9.19,0.5,0,2022/10/01 00:00:00+00,dark blue,0.214073713
36_07_9154,13.2,8.55,0.8,0,2022/10/01 00:00:00+00,dark blue,0.080270007
36_07_9261,4.8,2.3,0.2,0,2022/10/01 00:00:00+00,light blue,0.154008254
36_07_9262,4.8,2.1,0.1,0,2022/10/01 00:00:00+00,light blue,0.41737203
36_07_9351,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.693895806
36_07_9352,13.2,8.44,0.1,-0.05,2022/10/01 00:00:00+00,dark blue,0.9112979
36_07_9353,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.2636341
36_07_9354,13.2,8.44,0.18,0,2022/10/01 00:00:00+00,dark blue,1.175340538
36_08_15151,13.2,0.96,0.1,0,2022/10/01 00:00:00+00,yellow,0.104279251
36_08_15351,13.2,0.6,0.02,0,2022/10/01 00:00:00+00,yellow,0.947588646
36_08_15352,13.2,1.8,0.08,0,2022/10/01 00:00:00+00,turquoise,0.675144991
36_08_15353,13.2,0.1,0.01,2.5,2022/10/01 00:00:00+00,brown,1.397628663
36_08_15451,13.2,3.7,2.1,0,2022/10/01 00:00:00+00,blue,0.008987846
36_08_15452,13.2,3.6,0.1,0,2022/10/01 00:00:00+00,blue,0.287327873
36_08_15453,13.2,3.9,0.3,0,2022/10/01 00:00:00+00,blue,0.016275618
36_08_15454,13.2,3.8,0.3,0,2022/10/01 00:00:00+00,blue,0.215431937
36_08_5361,4.8,0.2,0,0.01,2022/10/01 00:00:00+00,brown,0.549499201
36_08_5362,4.8,0.9,0.1,0,2022/10/01 00:00:00+00,yellow,0.440031401
36_08_6161,4.8,0.6,0.08,0,2022/10/01 00:00:00+00,yellow,1.004704647
36_08_6162,4.8,1,0.02,0,2022/10/01 00:00:00+00,green,0.652686611
36_08_6353,13.2,3.4,0.26,0,2022/10/01 00:00:00+00,blue,0.23048778
36_08_6354,13.2,5.3,5,0,2022/10/01 00:00:00+00,dark blue,0.004540355
36_08_6355,13.2,4.3,0.1,0,2022/10/01 00:00:00+00,blue,0.181220922
36_08_7261,4.8,1.9,0.05,0.01,2022/10/01 00:00:00+00,turquoise,1.529398052
36_08_9952,13.2,5.91,1.4,0,2022/10/01 00:00:00+00,dark blue,0.00903002
36_08_9953,13.2,6.1,0.18,0,2022/10/01 00:00:00+00,dark blue,0.21468286
36_08_9954,13.2,5.5,0.02,0.01,2022/10/01 00:00:00+00,dark blue,1.523689785
36_08_9955,13.2,7.2,0.2,0,2022/10/01 00:00:00+00,dark blue,0.272747668
36_08_9956,13.2,7.1,0.1,0,2022/10/01 00:00:00+00,dark blue,0.808276521
36_08_9957,13.2,6.8,1.5,0,2022/10/01 00:00:00+00,dark blue,0.011722173
36_09_15054,13.2,8,0.1,0,2022/10/01 00:00:00+00,dark blue,1.199620062
36_09_15055,13.2,8,0.06,0,2022/10/01 00:00:00+00,dark blue,0.557921794
36_09_15056,13.2,8.21,0.09,0,2022/10/01 00:00:00+00,dark blue,1.627408767
36_09_15961,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.719486245
36_09_15962,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.069519038
36_09_15963,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.162841758
36_09_5261,4.8,0.7,0.1,0,2022/10/01 00:00:00+00,yellow,0.529981581
36_09_5461,4.8,2.3,0.1,0,2022/10/01 00:00:00+00,light blue,0.656650786
36_09_5462,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.761056109
36_09_5561,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.265608538
36_09_5562,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.782750573
36_09_5651,13.2,2.1,0.1,0,2022/10/01 00:00:00+00,light blue,0.954969342
36_09_5761,4.8,0.9,0.3,0,2022/10/01 00:00:00+00,yellow,0.046363786
36_09_5762,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.824680751
36_09_6061,4.8,0.8,0.1,0,2022/10/01 00:00:00+00,yellow,0.039752019
36_09_6063,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.347631003
36_09_6261,4.8,2.1,0.1,0,2022/10/01 00:00:00+00,light blue,0.254506268
36_09_6561,4.8,0.4,0.1,0,2022/10/01 00:00:00+00,red,0.824843015
36_09_6661,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.586156517
36_09_6662,4.8,0.8,0.2,0,2022/10/01 00:00:00+00,yellow,0.440856194
36_09_6861,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.805194201
36_09_6961,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.991687756
36_09_6962,4.8,0.1,0,0,2022/10/01 00:00:00+00,brown,0.632825629
36_09_6963,4.8,3.63,0.2,0,2022/10/01 00:00:00+00,blue,0.053307796
36_09_7061,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.748215296
36_09_7161,4.8,1.6,0.02,0,2022/10/01 00:00:00+00,turquoise,0.741280696
36_09_7162,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.312589292
36_09_7861,4.8,1.04,0.1,0.01,2022/10/01 00:00:00+00,green,0.509430086
36_09_7955,13.2,1.5,0.1,0.01,2022/10/01 00:00:00+00,turquoise,0.88408812
36_09_7958,13.2,1.1,0.5,0,2022/10/01 00:00:00+00,green,0.546125053
36_09_9861,4.8,0.3,0.2,0,2022/10/01 00:00:00+00,red,0.1657409
36_10_0461,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.400601492
36_10_0561,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.552689584
36_10_0562,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.043510483
36_10_0563,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.413914911
36_10_0661,4.8,0.1,0,0,2022/10/01 00:00:00+00,brown,0.76552694
36_10_0662,4.8,1.58,0.1,0,2022/10/01 00:00:00+00,turquoise,0.40381946
36_10_0962,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.003294359
36_10_10161,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.212710527
36_10_10361,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.486689671
36_10_10451,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.083577291
36_10_1161,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.687377553
36_10_1162,4.8,1.9,0.1,0,2022/10/01 00:00:00+00,turquoise,0.539354301
36_10_1361,4.8,1.2,0.04,0,2022/10/01 00:00:00+00,green,0.351893395
36_10_1362,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.216703202
36_10_1451,13.2,0.3,0.1,0,2022/10/01 00:00:00+00,red,0.1385035
36_10_1452,13.2,0.3,0.1,0,2022/10/01 00:00:00+00,red,0.65262607
36_10_1561,4.8,0.6,0.2,0,2022/10/01 00:00:00+00,yellow,0.107856673
36_10_1562,4.8,0,0,0.03,2022/10/01 00:00:00+00,brown,1.236144392
36_10_1661,4.8,0.4,0.1,0,2022/10/01 00:00:00+00,red,0.606989864
36_10_1961,4.8,0.1,0.04,0,2022/10/01 00:00:00+00,brown,0.988115348
36_10_2252,13.2,6.86,0.5,0.09,2022/10/01 00:00:00+00,dark blue,0.154961036
36_10_2253,13.2,4.9,0.08,0,2022/10/01 00:00:00+00,blue,0.952254915
36_10_2254,13.2,7.2,0.9,0,2022/10/01 00:00:00+00,dark blue,0.097703163
36_10_2255,13.2,6.3,0.3,0,2022/10/01 00:00:00+00,dark blue,0.59253118
36_10_2256,13.2,7.1,0.4,0,2022/10/01 00:00:00+00,dark blue,0.425430949
36_10_2257,13.2,6.86,0.06,0,2022/10/01 00:00:00+00,dark blue,0.319115259
36_10_2361,4.8,0.2,0.1,0,2022/10/01 00:00:00+00,brown,0.35286553
36_10_2362,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.994144481
36_10_2363,4.8,0.4,0.1,5,2022/10/01 00:00:00+00,red,0.60463563
36_10_2461,4.8,0.5,0.06,0,2022/10/01 00:00:00+00,yellow,1.121871959
36_10_2462,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.231203354
36_10_2463,4.8,0.2,0.2,0,2022/10/01 00:00:00+00,brown,0.194587844
36_10_2561,4.8,0.5,0.01,0,2022/10/01 00:00:00+00,yellow,1.052548799
36_10_2562,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.622722242
36_10_2761,4.8,0.5,0.1,0,2022/10/01 00:00:00+00,yellow,0.540241219
36_10_2762,4.8,0.1,0,0,2022/10/01 00:00:00+00,brown,1.40356652
36_10_2861,4.8,0.6,0.1,0,2022/10/01 00:00:00+00,yellow,1.053299666
36_10_2862,4.8,0.4,0.08,-0.01,2022/10/01 00:00:00+00,red,0.6422175
36_10_3061,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.023101581
36_10_3062,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.522804963
36_10_3261,4.8,0.4,0.1,0,2022/10/01 00:00:00+00,red,0.604170821
36_10_3352,13.2,1.9,0.06,0,2022/10/01 00:00:00+00,turquoise,1.166689851
36_10_3353,13.2,3.8,0.1,0,2022/10/01 00:00:00+00,blue,0.41539627
36_10_3354,13.2,1.9,0,0,2022/10/01 00:00:00+00,turquoise,0.934097037
36_10_3355,13.2,4,0.44,0,2022/10/01 00:00:00+00,blue,0.08793477
36_10_3356,13.2,3.8,0.29,0,2022/10/01 00:00:00+00,blue,0.15290916
36_10_3661,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.319558614
36_10_3761,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.759520416
36_10_3762,4.8,0.6,0.1,0,2022/10/01 00:00:00+00,yellow,0.925952353
36_10_4451,13.2,3,0.1,0,2022/10/01 00:00:00+00,blue,0.717456926
36_10_4455,13.2,6.2,0.08,0.01,2022/10/01 00:00:00+00,dark blue,0.660985155
36_10_4456,13.2,3.9,0.1,0,2022/10/01 00:00:00+00,blue,0.086765109
36_10_4457,13.2,6.6,0.05,0.01,2022/10/01 00:00:00+00,dark blue,1.663499428
36_10_4458,13.2,3.6,0.2,0,2022/10/01 00:00:00+00,blue,0.783849934
36_11_0763,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.319944809
36_11_1066,4.16,2.45,0.3,0,2022/10/01 00:00:00+00,light blue,0.073495373
36_11_1067,4.16,2.45,0.4,0,2022/10/01 00:00:00+00,light blue,0.099972462
36_11_12062,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.273468891
36_11_12081,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.654509392
36_11_12861,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.178282987
36_11_13162,4.16,2.7,0.2,0,2022/10/01 00:00:00+00,light blue,0.027240002
36_11_13163,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.050448988
36_11_1324,4.16,0.1,0,0,2022/10/01 00:00:00+00,brown,0.469943772
36_11_13371,4.16,2.62,0.4,0,2022/10/01 00:00:00+00,light blue,0.053054404
36_11_13372,4.16,2.57,1.2,0,2022/10/01 00:00:00+00,light blue,0.004037944
36_11_13373,4.16,2.57,0.4,0,2022/10/01 00:00:00+00,light blue,0.093906591
36_11_13374,4.16,2.62,0.8,0,2022/10/01 00:00:00+00,light blue,0.080632952
36_11_13772,4.16,2.51,0.8,0,2022/10/01 00:00:00+00,light blue,0.101392977
36_11_13773,4.16,3.36,0.7,0,2022/10/01 00:00:00+00,blue,0.027099709
36_11_13851,13.2,3.46,0.3,0,2022/10/01 00:00:00+00,blue,0.127024213
36_11_14158,13.2,2.7,0.3,0,2022/10/01 00:00:00+00,light blue,0.051635205
36_11_14465,4.16,0.2,0.2,0,2022/10/01 00:00:00+00,brown,0.024313432
36_11_14466,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.065279158
36_11_14467,4.16,0.39,0.2,0,2022/10/01 00:00:00+00,red,0.056969589
36_11_14468,4.16,0.36,0.2,0,2022/10/01 00:00:00+00,red,0.052903518
36_11_15066,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.431358203
36_11_15067,4.8,0.1,0,0,2022/10/01 00:00:00+00,brown,0.939492527
36_11_151151,13.2,2.6,0,0,2022/10/01 00:00:00+00,light blue,0.169897285
36_11_151155,13.2,0.96,0.9,0,2022/10/01 00:00:00+00,yellow,0.017774743
36_11_151156,13.2,9.65,0.3,0.01,2022/10/01 00:00:00+00,dark blue,0.513693036
36_11_15151,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.08614448
36_11_15152,13.2,9.67,0.3,0,2022/10/01 00:00:00+00,dark blue,0.097985056
36_11_15153,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.271238411
36_11_15154,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.089148633
36_11_1562,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.383334304
36_11_1672,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.281582949
36_11_1673,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.448515785
36_11_16765,4.16,1.2,0.1,0,2022/10/01 00:00:00+00,green,0.123256318
36_11_16766,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.085456082
36_11_16768,4.16,0.5,0.1,0.01,2022/10/01 00:00:00+00,yellow,0.096882074
36_11_16852,13.2,1.24,0.01,0,2022/10/01 00:00:00+00,green,0.599805561
36_11_16853,13.2,9.08,0.1,0,2022/10/01 00:00:00+00,dark blue,0.675526709
36_11_16854,13.2,0.1,0,0.01,2022/10/01 00:00:00+00,brown,0.61263959
36_11_1923,4.16,0.1,0,0.01,2022/10/01 00:00:00+00,brown,0.253050039
36_11_21371,4.16,2.9,0.9,0,2022/10/01 00:00:00+00,light blue,0.051923663
36_11_21372,4.16,2.97,0.2,0,2022/10/01 00:00:00+00,light blue,0.113477123
36_11_21373,4.16,2.9,0.3,0,2022/10/01 00:00:00+00,light blue,0.054922123
36_11_21861,4.16,0.1,0,0,2022/10/01 00:00:00+00,brown,0.089265912
36_11_21862,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.085569544
36_11_21863,4.16,0.1,0,0,2022/10/01 00:00:00+00,brown,0.104901055
36_11_21864,4.16,3.41,1.8,0,2022/10/01 00:00:00+00,blue,0.057899935
36_11_21964,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.868182351
36_11_22076,4.8,3.33,0.5,0,2022/10/01 00:00:00+00,blue,0.033680323
36_11_22077,4.8,1.8,0.1,0.01,2022/10/01 00:00:00+00,turquoise,0.338787823
36_11_22078,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.181658289
36_11_22151,13.2,0.8,0.1,0.26,2022/10/01 00:00:00+00,yellow,1.080557163
36_11_22305,4.16,0.3,0.1,0,2022/10/01 00:00:00+00,red,0.063924058
36_11_22317,4.16,0.7,0.2,0,2022/10/01 00:00:00+00,yellow,0.041262927
36_11_22326,4.16,2.2,0.1,0,2022/10/01 00:00:00+00,light blue,0.092188554
36_11_22350,13.2,4.1,0.1,0,2022/10/01 00:00:00+00,blue,0.163435667
36_11_22351,13.2,4.5,0.15,0,2022/10/01 00:00:00+00,blue,0.226395486
36_11_22352,13.2,4.8,0.9,0,2022/10/01 00:00:00+00,blue,0.026648513
36_11_22353,13.2,4.7,0.4,0,2022/10/01 00:00:00+00,blue,0.060945202
36_11_22354,13.2,4.8,1.4,0,2022/10/01 00:00:00+00,blue,0.006646974
36_11_22355,13.2,4.7,1.4,0,2022/10/01 00:00:00+00,blue,0.054312891
36_11_22356,13.2,3.5,0.3,0,2022/10/01 00:00:00+00,blue,0.210851801
36_11_22357,13.2,4.6,1.3,0,2022/10/01 00:00:00+00,blue,0.061992968
36_11_22358,13.2,4.6,0.2,0,2022/10/01 00:00:00+00,blue,0.153115319
36_11_22359,13.2,0.1,0,0,2022/10/01 00:00:00+00,brown,0.007161825
36_11_22363,4.16,2,0.2,0,2022/10/01 00:00:00+00,light blue,0.053082109
36_11_22372,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.064527089
36_11_22374,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.099275923
36_11_22398,4.16,1.3,0.1,0,2022/10/01 00:00:00+00,green,0.061793674
36_11_22767,4.16,0.52,0.2,0,2022/10/01 00:00:00+00,yellow,0.004768932
36_11_22769,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.144620907
36_11_23550,13.2,9.44,0.03,0,2022/10/01 00:00:00+00,dark blue,0.405848536
36_11_23551,13.2,5.5,0.17,0,2022/10/01 00:00:00+00,dark blue,0.906186714
36_11_23552,13.2,8.21,0.3,0,2022/10/01 00:00:00+00,dark blue,0.33835456
36_11_23554,13.2,8.6,0.1,0,2022/10/01 00:00:00+00,dark blue,0.456602389
36_11_23556,13.2,5.3,0.1,0.02,2022/10/01 00:00:00+00,dark blue,0.883136138
36_11_23557,13.2,9.99,0.2,0,2022/10/01 00:00:00+00,dark blue,0.081511136
36_11_24340,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.031912513
36_11_24341,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.026273555
36_11_24342,13.2,5.6,1.4,0,2022/10/01 00:00:00+00,dark blue,0.021484466
36_11_24343,13.2,7.11,0.3,0,2022/10/01 00:00:00+00,dark blue,0.088185815
36_11_24344,13.2,5.72,2.3,0,2022/10/01 00:00:00+00,dark blue,0.027661
36_11_24345,13.2,6,0.46,0,2022/10/01 00:00:00+00,dark blue,0.140417817
36_11_24346,13.2,1.9,0.07,0,2022/10/01 00:00:00+00,turquoise,0.194868794
36_11_24347,13.2,7.22,0.2,0.02,2022/10/01 00:00:00+00,dark blue,0.232738958
