DER_ID,SERVICE_STREET_ADDRESS,DER_TYPE,DER_NAMEPLATE_RATING,DER_INTERCONNECTION_LOCATION,INTERCONNECTION_COST
86550,null,Solar,7.6,36_32_26551,0
86555,null,Solar,3.01,36_30_12860,0
86556,null,Solar,7.2,36_32_36553,0
86557,null,Solar,10.2,36_32_36453,0
86558,null,Solar,7.6,36_37_23452,0
86559,null,Solar,4.73,36_01_99552,0
86561,null,Solar,6,36_32_34556,0
86562,null,Solar,3.8,36_31_24481,0
86563,null,Solar,6,36_07_8362,0
86564,null,Solar,5,36_35_50151,0
81834,null,Solar,8.8,36_32_26554,0
81835,null,Solar,3,36_32_25602,0
81836,null,Solar,3,36_31_30751,0
81837,null,Solar,16.4,36_08_9954,0
81838,null,Solar,8.815,36_14_29351,0
81840,null,Solar,7,36_33_30353,0
81841,null,Solar,5,36_10_1562,0
81842,null,Solar,6,36_30_33905,0
81844,null,Solar,14.4,36_30_10157,0
81845,null,Solar,6,36_30_02155,0
81846,null,Solar,5.375,36_32_13757,0
81847,null,Solar,7,36_39_37652,0
81848,null,Solar,40,36_06_7765,0
81849,null,Solar,12.47,36_30_34451,0
81850,null,Solar,8.6,36_32_26554,0
81852,null,Solar,3.225,36_31_09450,0
81853,null,Solar,12.9,36_31_09450,0
81855,null,Solar,8,36_30_07854,0
413360,null,Solar,7.6,36_01_12962,0
81878,null,Solar,8.385,36_32_38151,0
81879,null,Solar,8.5,36_31_09457,0
81880,null,Solar,7.5,36_31_12354,0
81881,null,Solar,5.59,36_31_35256,0
81882,null,Solar,7.2,36_35_50152,0
81883,null,Solar,8,36_31_37256,0
81884,null,Solar,3,36_31_37253,0
81886,null,Solar,3.01,36_30_32754,0
81887,null,Solar,4.25,36_35_06125,0
81888,null,Solar,5.805,36_12_27851,0
81889,null,Solar,12.25,36_30_28355,0
81890,null,Solar,4.945,36_31_35256,0
81891,null,Solar,3,36_31_12353,0
82915,null,Solar,3.655,36_04_22652,0
82916,null,Solar,4,36_30_07856,0
82917,null,Solar,3.87,36_32_37052,0
82926,null,Solar,6,36_35_37954,0
82918,null,Solar,11.395,36_31_33458,0
82919,null,Solar,5,36_39_44356,0
82920,null,Solar,8.6,36_11_23551,0
82921,null,Solar,7.525,36_30_42053,0
82922,null,Solar,6.02,36_32_36451,0
82923,null,Solar,6,36_32_322151,0
82924,null,Solar,5.16,36_30_37151,0
82925,null,Solar,11.61,36_31_26452,0
82927,null,Solar,9.03,36_11_28652,0
82928,null,Solar,10,36_04_0362,0
86749,null,Solar,7.6,36_30_28356,0
86750,null,Solar,7.6,36_01_4664,0
86751,null,Solar,4,36_07_9151,0
86752,null,Solar,3,36_30_44730,0
86753,null,Solar,10.535,36_04_1961,0
86754,null,Solar,6,36_32_38154,0
86755,null,Solar,20,36_38_33752,0
86756,null,Solar,7.6,36_25_95755,0
86757,null,Solar,12,36_06_8254,0
86758,null,Solar,7,36_12_33451,0
86759,null,Solar,7.6,36_25_95556,0
86760,null,Solar,7,36_11_29451,0
86761,null,Solar,10.32,36_32_36556,0
86762,null,Solar,5.59,36_30_42127,0
86765,null,Solar,4.2,36_30_45151,0
86766,null,Solar,6,36_39_29751,0
86767,null,Solar,7.2,36_39_34256,0
86768,null,Solar,4.2,36_35_04356,0
86769,null,Solar,10,36_41_24951,0
86770,null,Solar,3.8,36_30_29111,0
86771,null,Solar,6,36_31_30753,0
86772,null,Solar,3.5,36_11_5957,0
86773,null,Solar,6,36_30_30583,0
86774,null,Solar,8.815,36_11_690053,0
86775,null,Solar,6.665,36_10_1961,0
86776,null,Solar,5,36_39_46453,0
86777,null,Solar,8,36_37_23451,0
86778,null,Solar,16.4,36_12_27852,0
86779,null,Solar,3,36_30_16458,0
86780,null,Solar,6,36_30_32354,0
86781,null,Solar,10,36_31_33452,0
83506,null,Solar,4,36_17_33351,0
83507,null,Solar,10,36_30_14952,0
83508,null,Solar,7.74,36_01_12473,0
83510,null,Solar,12,36_35_07251,0
83511,null,Solar,10.2,36_32_13756,0
83514,null,Solar,4.73,36_38_18752,0
83516,null,Solar,6,36_39_46453,0
83519,null,Solar,3.01,36_30_32352,0
83522,null,Solar,336,36_11_25554,350
83523,null,Solar,336,36_31_44952,10350
83524,null,Solar,364,36_32_38153,10350
83537,null,Solar,15.48,36_18_66952,0
83538,null,Solar,10,36_39_36955,0
83539,null,Solar,7.7,36_06_8254,0
83541,null,Solar,5.375,36_14_28354,0
83552,null,Solar,5,36_10_2361,0
83429,null,Solar,4.3,36_30_32354,0
83428,null,Solar,9.25,36_11_690055,0
83430,null,Solar,7.6,36_10_2562,0
83431,null,Solar,10,36_01_13055,0
81856,null,Solar,3.225,36_30_40251,0
81857,null,Solar,3.225,36_30_07853,0
81858,null,Solar,5,36_09_7955,0
81859,null,Solar,5.5,36_33_08753,0
81861,null,Solar,5.5,36_32_23052,0
81862,null,Solar,5,36_01_215452,0
81863,null,Solar,3.8,36_17_60658,0
81864,null,Solar,8.815,36_31_30753,0
81866,null,Solar,6.6,36_32_32055,0
81867,null,Solar,6,36_32_36453,0
81868,null,Solar,6,36_30_17851,0
81869,null,Solar,5.59,36_32_38151,0
81870,null,Solar,5.16,36_32_26551,0
81871,null,Solar,4.73,36_30_45251,0
81872,null,Solar,5.16,36_30_42127,0
81873,null,Solar,12.04,36_30_37153,0
81875,null,Solar,6,36_31_41351,0
81876,null,Solar,22.8,36_33_08753,0
81877,null,Solar,6,36_08_15351,0
412851,null,Solar,0,36_20_51455,750
412912,null,Solar,9.45,36_32_36552,0
80971,null,Solar,10,36_03_9363,0
80977,null,Solar,6,36_10_1562,0
80978,null,Solar,7.75,36_32_44256,0
80979,null,Solar,5.75,36_37_36352,0
80980,null,Solar,8.2,36_30_07853,0
81016,null,Solar,10,36_31_32851,0
426252,null,Solar,7.6,36_39_44356,0
86120,null,Solar,6,36_01_21151,0
86121,null,Solar,7.6,36_25_95556,0
86122,null,Solar,6,36_33_03552,0
86123,null,Solar,6,36_11_26552,0
86124,null,Solar,6,36_11_21964,0
86125,null,Solar,3.87,36_32_13756,0
86126,null,Solar,6.45,36_32_13756,0
86127,null,Solar,1.72,36_30_17851,0
86128,null,Solar,7.6,36_31_09450,0
87629,null,Solar,3,36_32_34556,0
87630,null,Solar,3,36_32_34555,0
87631,null,Solar,5,36_31_37252,0
87632,null,Solar,7.6,36_32_13755,0
87633,null,Solar,11,36_39_01252,0
87634,null,Solar,7.6,36_32_44258,0
87635,null,Solar,8.2,36_31_37251,0
87636,null,Solar,5.16,36_31_12351,0
87637,null,Solar,9.245,36_30_17852,0
87638,null,Solar,4.515,36_32_36051,0
87639,null,Solar,7.6,36_33_30351,0
87640,null,Solar,15.2,36_05_3253,0
87641,null,Solar,10,36_12_27851,0
87642,null,Solar,10,36_32_37055,0
87643,null,Solar,10,36_12_27651,0
87644,null,Solar,5,36_11_26952,0
87645,null,Solar,6,36_33_42752,0
87646,null,Solar,7.6,36_32_38154,0
87647,null,Solar,5,36_35_33551,0
87648,null,Solar,6,36_30_14952,0
87649,null,Solar,3.6,36_30_28355,0
87666,null,Solar,4.2,36_35_04356,0
87667,null,Solar,9.6,36_33_45451,0
87668,null,Solar,6,36_39_03911,0
87412,null,Solar,7.955,36_30_45153,0
87413,null,Solar,15.2,36_14_25456,0
87414,null,Solar,3,36_38_33151,0
87415,null,Solar,5.805,36_32_37052,0
87416,null,Solar,4.5,36_01_2467,0
87417,null,Solar,7.6,36_35_06123,0
87418,null,Solar,7.6,36_14_21671,0
87419,null,Solar,10,36_01_6057,0
417437,null,Solar,25.2,36_33_08753,0
415092,null,Solar,7.6,36_32_28185,0
80981,null,Solar,5.375,36_30_34451,0
80983,null,Solar,7.5,36_35_37954,0
80984,null,Solar,7.7,36_11_29056,0
80985,null,Solar,9.25,36_37_36352,0
80986,null,Solar,10.25,36_35_39252,0
80987,null,Solar,11.4,36_37_43351,0
80988,null,Solar,5,36_01_15561,0
80989,null,Solar,13.6,36_35_07253,0
80990,null,Solar,7.6,36_30_45152,0
80991,null,Solar,3.8,36_31_33351,0
80993,null,Solar,6.6,36_32_13756,0
80995,null,Solar,3,36_04_0363,0
80996,null,Solar,100,36_01_5663,0
80997,null,Solar,10,36_03_17163,0
81001,null,Solar,9,36_13_81756,0
81002,null,Solar,6.45,36_32_23052,0
81003,null,Solar,3,36_39_28552,0
81004,null,Solar,5.16,36_31_35256,0
81005,null,Solar,7.6,36_08_15353,0
81006,null,Solar,5.16,36_30_28355,0
81007,null,Solar,5.16,36_35_07251,0
81011,null,Solar,7.5,36_26_81455,0
81012,null,Solar,10,36_05_5155,0
81013,null,Solar,7.6,36_37_23451,0
81014,null,Solar,5.805,36_30_13256,0
87621,null,Solar,6,36_32_13757,0
87622,null,Solar,5,36_32_26553,0
87623,null,Solar,5,36_32_36453,0
88648,null,Solar,7,36_35_04356,0
88649,null,Solar,7.84,36_32_36051,0
88650,null,Solar,8.2,36_32_26554,0
88651,null,Solar,7,36_31_44953,0
88652,null,Solar,18.9,36_17_66356,0
88653,null,Solar,13,36_23_81556,0
88654,null,Solar,12,36_38_45351,0
88655,null,Solar,12,36_39_32951,0
88656,null,Solar,3.6,36_31_30754,0
87307,null,Solar,5,36_07_18254,0
87308,null,Solar,14,36_37_23452,0
87309,null,Solar,7.6,36_30_37152,0
87310,null,Solar,7.6,36_24_84162,0
87311,null,Solar,5,36_16_32451,0
87312,null,Solar,3.01,36_26_81455,0
87313,null,Solar,3.8,36_01_6861,0
87314,null,Solar,3.87,36_30_45251,0
87315,null,Solar,6,36_32_24551,0
87316,null,Solar,7.6,36_30_17852,0
422751,null,Solar,80.16,36_38_42356,3450
257551,null,Solar,6,36_10_0962,0
85970,null,Solar,15.2,36_38_33751,0
85971,null,Solar,3,36_32_36051,0
85972,null,Solar,10.2,36_31_32851,0
85973,null,Solar,3.8,36_24_83951,0
85974,null,Solar,10.32,36_30_42126,0
85975,null,Solar,7.6,36_25_95556,0
85976,null,Solar,6.88,36_30_29114,0
85977,null,Solar,12,36_31_37256,0
85978,null,Solar,5.16,36_30_31386,0
85979,null,Solar,3,36_11_2868,0
85980,null,Solar,3,36_32_13756,0
85981,null,Solar,6,36_38_42352,0
85982,null,Solar,6,36_38_18751,0
85983,null,Solar,3.87,36_33_42753,0
85984,null,Solar,3.8,36_39_36955,0
85995,null,Solar,7,36_31_30753,0
85996,null,Solar,4.515,36_30_28356,0
85997,null,Solar,69,36_13_76056,0
85998,null,Solar,12,36_07_18061,0
85999,null,Solar,8.6,36_30_28355,0
86000,null,Solar,8.2,36_38_33754,0
86001,null,Solar,12,36_32_36451,0
86002,null,Solar,4.2,36_35_04353,0
86003,null,Solar,8,36_32_37055,0
86004,null,Solar,15.2,36_19_66671,0
86005,null,Solar,11,36_32_23051,0
86006,null,Solar,6,36_32_36452,0
86007,null,Solar,8,36_32_34557,0
86008,null,Solar,6,36_30_14952,0
81017,null,Solar,5,36_17_66851,0
87651,null,Solar,3.44,36_32_36557,0
87652,null,Solar,7.955,36_32_26551,0
87654,null,Solar,15.2,36_35_33551,0
87655,null,Solar,5,36_39_37654,0
87656,null,Solar,11.5,36_33_42754,0
87657,null,Solar,5,36_32_36557,0
87658,null,Solar,8.8,36_33_03552,0
87659,null,Solar,7.6,36_38_42356,0
87660,null,Solar,16,36_31_32851,0
87661,null,Solar,7.2,36_32_36453,0
87662,null,Solar,3,36_32_36051,0
87663,null,Solar,5,36_07_9354,0
87664,null,Solar,6,36_32_37055,0
87665,null,Solar,11,36_32_30452,0
414922,null,Solar,8.725,36_16_6144,0
438113,null,Solar,17.6,36_30_45253,0
86009,null,Solar,1.72,36_32_36451,0
86010,null,Solar,5,36_38_42355,0
86011,null,Solar,3,36_30_44730,0
86012,null,Solar,7.6,36_30_42152,0
86013,null,Solar,7.6,36_12_33453,0
86014,null,Solar,3.01,36_01_2264,0
86015,null,Solar,6.5,36_30_27652,0
86016,null,Solar,8,36_19_59476,0
86017,null,Solar,3.6,36_32_34556,0
86018,null,Solar,4.2,36_30_45153,0
86019,null,Solar,6,36_31_41353,0
86020,null,Solar,5,36_31_44952,0
86021,null,Solar,3.6,36_35_04353,0
86022,null,Solar,6,36_37_39052,0
86023,null,Solar,7.6,36_39_130152,0
86025,null,Solar,3,36_31_33455,0
86026,null,Solar,3,36_30_29114,0
86027,null,Solar,5,36_31_37252,0
86028,null,Solar,7.955,36_32_38151,0
86029,null,Solar,3.01,36_30_07853,0
86030,null,Solar,10,36_08_9956,0
86031,null,Solar,6,36_30_45151,0
86032,null,Solar,5,36_32_44256,0
86033,null,Solar,10,36_06_7656,0
86034,null,Solar,3.1,36_11_25053,0
86035,null,Solar,7.74,36_32_36451,0
86036,null,Solar,3,36_24_84162,0
86037,null,Solar,6,36_30_37154,0
86038,null,Solar,8.8,36_11_24453,0
86040,null,Solar,6,36_31_35252,0
86041,null,Solar,3.6,36_35_32415,0
86042,null,Solar,6,36_35_06125,0
86043,null,Solar,4.2,36_32_38151,0
86044,null,Solar,8,36_38_33753,0
86045,null,Solar,6,36_32_13853,0
86046,null,Solar,3.6,36_31_37252,0
86047,null,Solar,10.2,36_19_67853,0
86048,null,Solar,7.6,36_37_21411,0
86049,null,Solar,7.6,36_37_34733,0
86050,null,Solar,3.6,36_35_07251,0
86051,null,Solar,3.8,36_01_2273,0
425489,null,Solar,5.4,36_01_21253,0
87420,null,Solar,5,36_31_33457,0
87421,null,Solar,6,36_11_24452,0
87422,null,Solar,11.4,36_09_6861,0
87424,null,Solar,5,36_30_42151,0
87425,null,Solar,10.5,36_11_29056,0
418719,null,Solar,10,36_25_97656,0
424382,null,Solar,9.94,36_31_33453,0
81018,null,Solar,7.6,36_17_67053,0
81019,null,Solar,11.4,36_39_32951,0
81020,null,Solar,6,36_24_84561,0
81021,null,Solar,10,36_25_97656,0
81022,null,Solar,7.6,36_38_45351,0
81023,null,Solar,3,36_39_34256,0
81024,null,Solar,12,36_38_42357,0
81025,null,Solar,8.2,36_38_45351,0
81026,null,Solar,3.6,36_35_31115,0
81027,null,Solar,10,36_04_22653,0
81028,null,Solar,11.4,36_16_32151,0
81029,null,Solar,7.095,36_31_30753,0
81030,null,Solar,6,36_17_68452,0
81032,null,Solar,11,36_30_45951,0
81033,null,Solar,7.955,36_31_35252,0
81034,null,Solar,7.6,36_38_36251,0
81037,null,Solar,6.45,36_35_35852,0
81038,null,Solar,3.44,36_32_36453,0
81062,null,Solar,3.87,36_37_21411,0
81063,null,Solar,15.2,36_35_35651,0
81066,null,Solar,7.75,36_12_27851,0
81067,null,Solar,7.6,36_38_45351,0
81068,null,Solar,10,36_38_18751,0
81069,null,Solar,3,36_35_04352,0
81070,null,Solar,6,36_01_14052,0
81071,null,Solar,37.5,36_05_5352,0
81072,null,Solar,7.6,36_30_22151,0
87626,null,Solar,3,36_31_35252,0
87627,null,Solar,9.6,36_30_42051,0
87628,null,Solar,8.2,36_30_34451,0
87426,null,Solar,3.87,36_30_42051,0
87427,null,Solar,5,36_14_25456,0
87428,null,Solar,6,36_30_45253,0
87429,null,Solar,6.665,36_30_45151,0
87431,null,Solar,5,36_30_17852,0
87432,null,Solar,6,36_07_9353,0
87433,null,Solar,10.2,36_30_17853,0
87434,null,Solar,3.655,36_32_36551,0
87435,null,Solar,3,36_31_32851,0
87436,null,Solar,7.6,36_37_36352,0
87437,null,Solar,6,36_31_35252,0
87438,null,Solar,5,36_11_15153,0
87439,null,Solar,7.6,36_25_95758,0
87440,null,Solar,3.8,36_06_9563,0
87441,null,Solar,3,36_39_28551,0
87442,null,Solar,6,36_31_41351,0
87443,null,Solar,22.5,36_30_32351,0
87444,null,Solar,7.7,36_33_30353,0
87445,null,Solar,9.675,36_31_35252,0
87446,null,Solar,9,36_31_12351,0
87447,null,Solar,5,36_11_26554,0
87482,null,Solar,2.15,36_30_17851,0
87483,null,Solar,4.73,36_32_30451,0
87484,null,Solar,7.6,36_35_04353,0
87485,null,Solar,10.2,36_32_38151,0
87486,null,Solar,6.6,36_30_45152,0
87487,null,Solar,3.6,36_31_35256,0
87070,null,Solar,3,36_35_32422,0
87071,null,Solar,15.8,36_39_130154,0
87072,null,Solar,15.2,36_11_26253,0
87073,null,Solar,4.2,36_32_30451,0
87074,null,Solar,3,36_32_24551,0
87075,null,Solar,10.2,36_32_36551,0
87076,null,Solar,5,36_39_28552,0
87077,null,Solar,7.6,36_38_42355,0
87078,null,Solar,6,36_30_45251,0
87079,null,Solar,4.2,36_39_36958,0
87080,null,Solar,5,36_32_37055,0
87081,null,Solar,4.2,36_32_38151,0
87082,null,Solar,7.6,36_35_36654,0
87083,null,Solar,6.5,36_30_07858,0
81113,null,Solar,6.88,36_35_36652,0
81114,null,Solar,5,36_03_9363,0
81115,null,Solar,5,36_11_25053,0
81117,null,Solar,5,36_31_09312,0
81118,null,Solar,6,36_30_28355,0
81121,null,Solar,7.2,36_31_41352,0
81122,null,Solar,7.6,36_17_67052,0
81123,null,Solar,6,36_31_12351,0
81128,null,Solar,5.16,36_35_07251,0
81153,null,Solar,6,36_17_60658,0
81154,null,Solar,8,36_32_38153,0
81155,null,Solar,5.16,36_31_33351,0
81156,null,Solar,7.6,36_35_50151,0
81157,null,Solar,5.375,36_32_37058,0
81158,null,Solar,12,36_31_12351,0
81159,null,Solar,4.25,36_31_30753,0
81161,null,Solar,7.6,36_39_28552,0
81167,null,Solar,6,36_11_26551,0
81168,null,Solar,7.6,36_39_28552,0
87488,null,Solar,6,36_38_42357,0
87490,null,Solar,3,36_30_33051,0
87491,null,Solar,4.3,36_32_26552,0
87492,null,Solar,7.74,36_31_35252,0
87493,null,Solar,6,36_30_02158,0
87494,null,Solar,10.2,36_35_37953,0
87495,null,Solar,8.2,36_32_38152,0
87496,null,Solar,6,36_31_30754,0
87497,null,Solar,15.2,36_08_9954,0
87498,null,Solar,3.225,36_01_20870,0
87499,null,Solar,6,36_01_12475,0
87500,null,Solar,4.2,36_32_13755,0
86938,null,Solar,4.3,36_32_28187,0
86939,null,Solar,5.375,36_31_35256,0
86940,null,Solar,4.085,36_32_13757,0
86941,null,Solar,11,36_37_23452,0
86942,null,Solar,6,36_07_18253,0
86943,null,Solar,6,36_39_36958,0
86944,null,Solar,3.87,36_01_2171,0
421581,null,Solar,11.4,36_01_22953,0
87669,null,Solar,3,36_32_30451,0
87670,null,Solar,4.2,36_39_41556,0
87671,null,Solar,3,36_32_34551,0
87672,null,Solar,12,36_33_30354,0
87673,null,Solar,6,36_03_20954,0
87674,null,Solar,7.6,36_37_34733,0
87675,null,Solar,3.87,36_32_25602,0
87676,null,Solar,3,36_39_01251,0
87677,null,Solar,7.31,36_12_33452,0
88615,null,Solar,4.2,36_19_67651,0
88616,null,Solar,4.2,36_39_46452,0
88617,null,Solar,16.5,36_11_32554,0
88618,null,Solar,6.88,36_39_46453,0
88619,null,Solar,7.6,36_32_37055,0
88620,null,Solar,4.945,36_30_17852,0
88621,null,Solar,11.4,36_37_26951,0
88622,null,Solar,7.6,36_38_18751,0
88623,null,Solar,12,36_31_09450,0
88624,null,Solar,5.16,36_35_33554,0
88625,null,Solar,5,36_39_41551,0
88626,null,Solar,4.2,36_35_33554,0
88627,null,Solar,7.7,36_33_30354,0
88628,null,Solar,5.16,36_32_13756,0
88629,null,Solar,3,36_30_13256,0
88631,null,Solar,7,36_31_32851,0
88632,null,Solar,8.25,36_39_34258,0
88633,null,Solar,11.25,36_32_26553,0
88634,null,Solar,4.5,36_31_37253,0
88635,null,Solar,6.5,36_30_28355,0
88636,null,Solar,12,36_31_37256,0
88637,null,Solar,7.6,36_32_36452,0
88638,null,Solar,5,36_32_36055,0
88639,null,Solar,5,36_30_31717,0
86945,null,Solar,6,36_25_95755,0
86946,null,Solar,7.6,36_03_7651,0
86947,null,Solar,7,36_17_70152,0
86948,null,Solar,6,36_38_36253,0
86949,null,Solar,5,36_04_2855,0
86950,null,Solar,6,36_32_32056,0
86951,null,Solar,6,36_24_83561,0
86952,null,Solar,3.8,36_27_85251,0
86953,null,Solar,5,36_38_32952,0
86954,null,Solar,5,36_31_33351,0
86955,null,Solar,6,36_32_36555,0
86956,null,Solar,5,36_25_95556,0
86957,null,Solar,4.2,36_32_37056,0
86958,null,Solar,12,36_32_37056,0
86959,null,Solar,5,36_32_13757,0
86960,null,Solar,9.03,36_32_26554,0
424547,null,Solar,7.54,36_03_17164,0
87008,null,Solar,2.58,36_37_43351,0
87009,null,Solar,4.945,36_30_42151,0
87010,null,Solar,5.16,36_32_38151,0
87011,null,Solar,17.6,36_25_97654,0
438854,null,Solar,3.8,36_13_87554,0
86129,null,Solar,3.8,36_38_42356,0
86130,null,Solar,5,36_12_50203,0
86131,null,Solar,3.8,36_39_36954,0
86132,null,Solar,7.955,36_03_21651,0
86133,null,Solar,6,36_31_33351,0
86134,null,Solar,7.6,36_01_99556,0
86135,null,Solar,9.6,36_38_42354,0
86136,null,Solar,5,36_30_07853,0
86137,null,Solar,7.2,36_38_42357,0
88641,null,Solar,3,36_30_28855,0
88642,null,Solar,4.73,36_32_37056,0
88643,null,Solar,11.4,36_12_27052,0
88644,null,Solar,3.87,36_30_32354,0
88645,null,Solar,7.5,36_30_34453,0
88646,null,Solar,3.87,36_32_44256,0
88647,null,Solar,11,36_37_43351,0
87285,null,Solar,15.2,36_39_01252,0
87286,null,Solar,8.2,36_30_07856,0
87287,null,Solar,7.955,36_30_28355,0
87288,null,Solar,5,36_31_32851,0
87289,null,Solar,9.75,36_38_36251,0
87290,null,Solar,7.6,36_30_44730,0
87291,null,Solar,6,36_30_02158,0
87292,null,Solar,5,36_32_36551,0
87293,null,Solar,5,36_30_45151,0
87294,null,Solar,3.8,36_30_33904,0
87295,null,Wind,100,36_08_15352,7550
87296,null,Solar,11.4,36_37_47751,0
87297,null,Solar,7.6,36_06_7653,0
87298,null,Solar,7.6,36_04_2855,0
87299,null,Solar,4,36_12_33451,0
87300,null,Solar,7.6,36_40_32152,0
87301,null,Solar,3,36_32_32056,0
87302,null,Solar,3,36_37_43351,0
87303,null,Solar,5,36_32_13755,0
87304,null,Solar,5,36_31_35252,0
87305,null,Solar,3,36_39_14206,0
87306,null,Solar,5,36_38_08851,0
87012,null,Solar,11,36_31_37253,0
87013,null,Solar,7.8,36_32_36053,0
87014,null,Solar,11.25,36_11_151156,0
87015,null,Solar,13.5,36_10_2562,0
87016,null,Solar,6,36_30_02158,0
87017,null,Solar,9.245,36_37_26952,0
87018,null,Solar,6.5,36_31_33455,0
87019,null,Solar,5,36_32_26553,0
87020,null,Solar,4,36_32_26553,0
87022,null,Solar,6.25,36_32_36551,0
87023,null,Solar,7.84,36_30_28356,0
87024,null,Solar,6,36_25_95554,0
87026,null,Solar,4.085,36_01_2173,0
87027,null,Solar,4.945,36_32_36555,0
87028,null,Solar,6.88,36_31_12353,0
87029,null,Solar,5.16,36_39_46452,0
87030,null,Solar,3,36_01_2261,0
87031,null,Solar,6,36_38_45052,0
87032,null,Solar,3,36_30_31707,0
87033,null,Solar,3.6,36_32_26552,0
423423,null,Solar,11.4,36_32_34556,0
85985,null,Solar,5,36_30_02158,0
85986,null,Solar,7.6,36_35_35651,0
85987,null,Solar,6,36_32_36051,0
85988,null,Solar,5,36_32_28187,0
85989,null,Solar,7.2,36_37_34733,0
85990,null,Solar,8.2,36_35_50251,0
85991,null,Solar,3,36_30_10171,0
85992,null,Solar,3,36_35_04353,0
85993,null,Solar,7.6,36_30_34451,0
85994,null,Solar,3,36_38_42354,0
87330,null,Solar,9.6,36_31_33455,0
87331,null,Solar,7.6,36_35_35853,0
87332,null,Solar,6,36_01_99552,0
87333,null,Solar,3,36_39_37654,0
87334,null,Solar,3.225,36_30_33906,0
87335,null,Solar,7.6,36_14_25458,0
87336,null,Solar,6.02,36_33_42754,0
87337,null,Solar,7.6,36_10_4458,0
87338,null,Solar,2.58,36_03_8564,0
87339,null,Solar,3.6,36_32_36555,0
87340,null,Solar,4.3,36_04_2951,0
87341,null,Solar,5,36_30_45151,0
87342,null,Solar,6,36_35_35852,0
87343,null,Solar,3,36_30_10152,0
87344,null,Solar,12,36_30_07852,0
87345,null,Solar,3.01,36_32_26553,0
87346,null,Solar,3.8,36_03_21051,0
87348,null,Solar,3,36_37_26952,0
87349,null,Solar,3.87,36_11_26253,0
87350,null,Solar,9.89,36_32_36552,0
87351,null,Solar,9.89,36_32_38152,0
87084,null,Solar,15.2,36_11_26151,0
87085,null,Solar,11,36_30_17852,0
87086,null,Solar,12,36_14_25652,0
87087,null,Solar,7.6,36_11_26051,0
87088,null,Solar,3.6,36_32_24551,0
87089,null,Solar,8.2,36_39_36958,0
87090,null,Solar,5.16,36_38_18751,0
87091,null,Solar,3,36_32_25735,0
87092,null,Solar,10,36_01_22953,0
87093,null,Solar,12,36_33_45451,0
87094,null,Solar,8.2,36_30_31386,0
87095,null,Solar,10,36_35_36652,0
87096,null,Solar,4.2,36_35_39252,0
87097,null,Solar,6,36_31_35252,0
87098,null,Solar,9.6,36_35_39251,0
87099,null,Solar,6,36_38_33753,0
87100,null,Solar,3,36_30_45151,0
87101,null,Solar,3.8,36_35_04357,0
423135,null,Solar,5.4,36_01_2272,0
87317,null,Solar,5,36_32_36552,0
87318,null,Solar,12,36_33_08755,0
87319,null,Solar,15.4,36_37_26951,0
87320,null,Solar,4.085,36_32_36555,0
87321,null,Solar,5.75,36_38_18751,0
87322,null,Solar,10.8,36_11_28651,0
87323,null,Solar,11.4,36_31_33351,0
87324,null,Solar,17.4,36_35_50251,0
87325,null,Solar,6,36_32_34553,0
87326,null,Solar,3,36_37_36352,0
87327,null,Solar,7.6,36_31_33351,0
87328,null,Solar,8.8,36_28_91451,0
87329,null,Solar,6,36_35_39253,0
426726,null,Solar,6.96,36_11_26552,0
87542,null,Solar,3.6,36_32_13852,0
87543,null,Solar,3,36_31_31451,0
87544,null,Solar,7.6,36_01_14058,0
87546,null,Solar,3.6,36_30_10153,0
87547,null,Solar,15.2,36_39_03912,0
87548,null,Solar,5,36_31_31451,0
87549,null,Solar,3.6,36_32_36055,0
87550,null,Solar,5,36_35_36654,0
87552,null,Solar,6,36_31_09351,0
87553,null,Solar,7.6,36_30_28356,0
87554,null,Solar,4.945,36_32_36453,0
87555,null,Solar,8.2,36_32_38153,0
87556,null,Solar,3.01,36_33_42753,0
87557,null,Solar,10.5,36_37_36352,0
87558,null,Solar,6,36_30_17853,0
415490,null,Solar,10.5,36_32_38153,0
422001,null,Solar,37.7,36_14_25457,0
87581,null,Solar,5.16,36_35_36654,0
87582,null,Solar,3,36_32_24551,0
87583,null,Solar,8.2,36_39_34256,0
87584,null,Solar,6.8,36_11_26752,0
87585,null,Solar,7.6,36_32_44258,0
87586,null,Solar,8.6,36_35_04353,0
87587,null,Solar,11,36_03_21051,0
87588,null,Solar,5,36_11_29154,0
87589,null,Solar,3.6,36_17_66356,0
87590,null,Solar,7.6,36_19_67857,0
86052,null,Solar,3,36_38_42354,0
86053,null,Solar,7.6,36_17_33152,0
86054,null,Solar,7.6,36_39_36955,0
86055,null,Solar,3.6,36_32_36553,0
86056,null,Solar,5,36_37_23452,0
86057,null,Solar,6,36_38_42352,0
86058,null,Solar,4.2,36_30_33033,0
86059,null,Solar,3,36_30_17851,0
86060,null,Solar,8.75,36_14_29652,0
86061,null,Solar,3,36_32_322152,0
86062,null,Solar,5,36_30_12866,0
86063,null,Solar,7.6,36_39_44356,0
86064,null,Solar,7.7,36_05_5053,0
86065,null,Solar,8.8,36_12_27851,0
86067,null,Solar,5.805,36_11_26653,0
86068,null,Solar,3.01,36_18_76252,0
86069,null,Solar,7.6,36_25_95555,0
86070,null,Solar,3.01,36_07_18252,0
86071,null,Solar,7.6,36_30_17852,0
86073,null,Solar,3.6,36_32_28185,0
